GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
HSPB11	0.00000183835555210375	1.39757084898111	0.3	0.08	0.0378921846399626	7	HSPB1
SWAP70	0.00000192814883402963	1.55888104489781	0.35	0.106	0.0397430037670187	7	SWAP70
GAPDH3	0.00000201715718702469	0.563984771228759	0.875	0.554	0.0415776439389529	7	GAPDH
IQCK	0.00000231000902402561	1.25108806463263	0.575	0.267	0.0476139060032159	7	IQCK
C9orf84	0.00000236946774642048	1.39120709297328	0.35	0.111	0.048839469189219	7	C9orf84
RP11-248J23.7	0.00000243600802405095	1.27608081442229	0.4	0.136	0.0502109973917381	7	RP11-248J23.7
SHISA62	0.00000254119333041827	1.23547706495821	0.475	0.201	0.0523790769265814	7	SHISA6
SLC39A115	0.00000256769200116676	0.620262698626209	0.85	0.491	0.0529252675280493	7	SLC39A11
WASF33	0.00000273664053148686	1.21911981045273	0.45	0.174	0.0564076346350071	7	WASF3
C1orf2282	0.0000028174468259663	1.29082758032977	0.4	0.139	0.0580732139768174	7	C1orf228
RBFOX25	0.00000305299905530667	0.742308097156098	0.825	0.489	0.0629284165279811	7	RBFOX2
CDHR32	0.00000307553440990899	1.1763096360999	0.475	0.191	0.0633929152570441	7	CDHR3
PER3	0.00000309066671835504	0.919526868152239	0.475	0.179	0.0637048223987341	7	PER3
DAAM14	0.00000311790076522245	0.970123624252925	0.6	0.287	0.0642661705727652	7	DAAM1
CEP85L	0.00000321819440871045	0.824083760239925	0.675	0.336	0.0663334231523399	7	CEP85L
RP11-266O8.11	0.00000343397561911409	1.10826561015564	0.45	0.174	0.0707811054611796	7	RP11-266O8.1
FLRT25	0.00000349548795089698	1.03236291180074	0.55	0.248	0.0720489976438886	7	FLRT2
KIAA03194	0.00000362462259956628	1.31473185780277	0.45	0.184	0.0747107210222601	7	KIAA0319
KIF1B1	0.00000366386446303159	0.571344280445712	0.925	0.727	0.0755195743120071	7	KIF1B
KIAA16712	0.00000370166585208834	1.21219943307922	0.45	0.179	0.0762987365432448	7	KIAA1671
ZNF5213	0.00000372146674524629	0.564747503585797	0.5	0.179	0.0767068725530164	7	ZNF521
CLIP15	0.00000374077107246206	0.782260103933122	0.7	0.361	0.0771047733455879	7	CLIP1
GPRC5B3	0.00000391633128944707	0.69330269603508	0.625	0.255	0.080723420538083	7	GPRC5B
ASAP21	0.00000399777621655619	1.0221085804287	0.475	0.179	0.0824021633756562	7	ASAP2
RP11-384C4.7	0.00000429444533879194	1.47255887690711	0.4	0.134	0.0885171073231794	7	RP11-384C4.7
SLC16A91	0.00000436896667205199	0.948592200431259	0.4	0.133	0.0900531410443356	7	SLC16A9
CTC-498M16.2	0.00000458503672680131	1.59633839724745	0.275	0.073	0.0945067770128286	7	CTC-498M16.2
CRB13	0.00000472176238380367	0.845398456161676	0.6	0.27	0.0973249662549613	7	CRB1
FAM19A53	0.00000477616091815982	1.2132569706233	0.425	0.164	0.0984462288451102	7	FAM19A5
CDH43	0.00000478961930101472	0.718305820137482	0.55	0.23	0.0987236330325154	7	CDH4
PAQR81	0.00000505266760492851	1.07210615688351	0.5	0.199	0.104145584672786	7	PAQR8
NEO14	0.00000637480051034294	0.639360434531787	0.75	0.41	0.131397388119189	7	NEO1
AQP4-AS13	0.00000691510335614654	1.2176011461405	0.475	0.199	0.142534110376892	7	AQP4-AS1
PLXNA23	0.00000712177909057666	1.2803177844697	0.45	0.196	0.146794110614966	7	PLXNA2
FADS2	0.0000073909531111011	1.45155141192111	0.35	0.116	0.152342325526016	7	FADS2
AK1	0.00000756022476859342	1.30233841655329	0.275	0.074	0.155831352930248	7	AK1
SLC25A431	0.00000777348826154438	1.33843888949863	0.35	0.119	0.160227140046953	7	SLC25A43
PDE9A	0.00000792307740748996	1.35158352664702	0.275	0.073	0.163310471523183	7	PDE9A
AGL1	0.00000812400756580107	1.45461984281235	0.375	0.136	0.167452043946292	7	AGL
CDH106	0.00000859145010808697	1.06900946747608	0.525	0.236	0.177086969627889	7	CDH10
PARK71	0.00000865412693714614	1.04820287464885	0.375	0.128	0.178378864428456	7	PARK7
CD63	0.00000945340669712501	0.665212778518757	0.5	0.187	0.194853618841141	7	CD63
LYN	0.00000980393254277026	0.785054357592434	0.275	0.071	0.202078657571581	7	LYN
PSD32	0.00000984412625816181	0.566248970872736	0.9	0.623	0.202907130433231	7	PSD3
PLEKHA71	0.0000106090925621766	0.936476869451725	0.55	0.247	0.218674615891584	7	PLEKHA7
GNG12-AS12	0.0000106542707909037	0.971194723505027	0.375	0.127	0.219605829542107	7	GNG12-AS1
LINC006932	0.0000111611365161838	1.39212573705101	0.35	0.119	0.230053345871581	7	LINC00693
FNBP13	0.0000117339902919538	0.579084490704639	0.875	0.554	0.241861007897752	7	FNBP1
NEAT15	0.0000120226133074894	0.41341730793804	1	0.765	0.247810105493972	7	NEAT1
BAZ2B4	0.0000122424628989389	0.525196964956161	0.875	0.569	0.252341645272929	7	BAZ2B
CTD-2341M24.1	0.0000124576395001744	1.25733743410387	0.3	0.088	0.256776865377595	7	CTD-2341M24.1
DLC15	0.0000130798185694941	0.470464739376519	0.9	0.586	0.269601220354412	7	DLC1
MTMR10	0.0000138169823115279	0.754014349258494	0.45	0.159	0.284795639405213	7	MTMR10
KCNJ10	0.0000140890536868654	0.802963401186544	0.275	0.069	0.29040357459367	7	KCNJ10
SRGAP36	0.0000146255295765113	0.823350576560013	0.675	0.384	0.30146141563105	7	SRGAP3
A2ML1-AS12	0.0000147087227514309	1.75099473746037	0.35	0.128	0.303176193352495	7	A2ML1-AS1
ENO13	0.0000153423514333566	1.00857034043325	0.475	0.204	0.316236547744346	7	ENO1
LRP13	0.0000155817131134188	0.899429480600183	0.425	0.167	0.321170270693787	7	LRP1
PDE3A2	0.0000160060603584995	1.03581584458731	0.3	0.085	0.329916916109393	7	PDE3A
ETV5	0.0000164526306028731	0.921668269117773	0.275	0.076	0.339121621986421	7	ETV5
KCNMA16	0.0000171979212563445	0.539908719398082	0.775	0.4	0.354483552935773	7	KCNMA1
RP5-965F6.2	0.0000172827449465031	1.31372103698814	0.275	0.079	0.356231938837322	7	RP5-965F6.2
TOX2	0.0000175660639556243	1.12265260656271	0.475	0.21	0.362071710253328	7	TOX
PPP2R1B	0.0000183218335939271	1.25337457066203	0.3	0.091	0.377649634038026	7	PPP2R1B
CAPN2	0.0000192400021849261	1.10219237365707	0.325	0.103	0.396574925035697	7	CAPN2
ARHGAP26-AS11	0.0000195219264401899	1.85425148234727	0.275	0.083	0.402385947785194	7	ARHGAP26-AS1
C11orf493	0.0000196457284638035	0.71516605512117	0.775	0.471	0.404937755095917	7	C11orf49
SAMD4A3	0.000021031523891537	0.826776666063868	0.575	0.281	0.433501770452361	7	SAMD4A
FOXO12	0.0000210874097222434	0.562835603773478	0.625	0.276	0.434653689194881	7	FOXO1
ANGPTL41	0.000021596364032277	0.853681197104157	0.275	0.074	0.445144255433293	7	ANGPTL4
MSRB32	0.0000224575331804791	1.33718199066216	0.325	0.113	0.462894673916035	7	MSRB3
CHCHD102	0.0000226735055204322	0.977018692137077	0.375	0.14	0.467346295787149	7	CHCHD10
ANKDD1A	0.0000226999580645679	1.62425500707426	0.3	0.099	0.467891535626873	7	ANKDD1A
GRAMD1B4	0.0000227378705996878	1.04707683895036	0.45	0.198	0.468672988800766	7	GRAMD1B
COL23A11	0.0000240439245745591	1.40115072234843	0.375	0.15	0.495593373330813	7	COL23A1
RFX23	0.000029294643533766	0.85821651484666	0.425	0.17	0.603821192517985	7	RFX2
NACC2	0.0000301992147019412	1.17374321335239	0.275	0.079	0.622466213436412	7	NACC2
MIR4300HG1	0.0000304270417189438	0.945894642104287	0.375	0.14	0.627162183910869	7	MIR4300HG
SPTBN12	0.0000307249144621722	0.602100101615173	0.8	0.469	0.633301936894292	7	SPTBN1
PTGDS7	0.0000312865127615688	0.258286196650315	0.95	0.502	0.644877601041456	7	PTGDS
KLF125	0.0000325607935756808	0.66946508661675	0.65	0.343	0.671143077181933	7	KLF12
RPS6KA24	0.0000336591609454777	0.634720687163857	0.675	0.358	0.693782625408185	7	RPS6KA2
WWOX5	0.00003623718927663	0.452867533759462	0.975	0.809	0.746920945369897	7	WWOX
AP1B1	0.0000375689607445326	0.788387369104983	0.425	0.17	0.774371418866307	7	AP1B1
WWC12	0.000037782201692228	1.35006231027266	0.375	0.153	0.778766741280203	7	WWC1
DDX3X	0.0000389728172016756	1.083007558842	0.375	0.14	0.803307708160936	7	DDX3X
SMURF21	0.0000398977843081763	0.892001141968652	0.525	0.248	0.822373130160129	7	SMURF2
OSBPL33	0.0000421537519873009	0.93160887374956	0.475	0.215	0.868873135962245	7	OSBPL3
ST3GAL1	0.000043059686981373	1.12316910242327	0.3	0.099	0.88754626806006	7	ST3GAL1
EFR3A2	0.0000455894895079324	1.10864215592459	0.475	0.225	0.939690557737502	7	EFR3A
AMZ21	0.000045944293480212	1.27381100601694	0.3	0.099	0.947003777214131	7	AMZ2
UBC5	0.0000467602467791478	0.708221412394737	0.65	0.363	0.963822206611794	7	UBC
ANK23	0.0000485235803435999	0.443305118013961	1	0.83	1	7	ANK2
TFRC	0.0000501015879109013	1.19635806649504	0.35	0.131	1	7	TFRC
RYR1	0.0000545133307277671	1.07918002689518	0.3	0.1	1	7	RYR1
INPP4B5	0.0000553389629413762	0.48429434736617	0.625	0.292	1	7	INPP4B
GAN2	0.0000616347176595449	0.835894114656719	0.475	0.213	1	7	GAN
GPM6B4	0.0000616717349145103	0.423275313823899	0.975	0.765	1	7	GPM6B
COLEC121	0.0000653930000104317	0.769517707992133	0.3	0.094	1	7	COLEC12
SCML11	0.0000687180364667623	0.723714982736438	0.35	0.117	1	7	SCML1
NCOA1	0.0000740152523638358	0.4988976443152	0.925	0.647	1	7	NCOA1
TPCN1	0.0000761244999431367	1.03450280422169	0.5	0.236	1	7	TPCN1
PDE6D	0.0000773805118528703	0.998907143871757	0.3	0.097	1	7	PDE6D
RFX33	0.0000780156761531496	0.64814087055706	0.725	0.429	1	7	RFX3
HERPUD2	0.0000786358733475943	1.02176693984407	0.3	0.1	1	7	HERPUD2
RP11-778J15.16	0.0000802977311175645	0.991155874772961	0.55	0.304	1	7	RP11-778J15.1
PARVA1	0.0000847093682917427	1.26211506801345	0.275	0.09	1	7	PARVA
GNAQ1	0.0000861479418097298	0.540965982982657	0.85	0.634	1	7	GNAQ
AFF12	0.0000870993356322261	0.710996706074658	0.625	0.324	1	7	AFF1
LRP41	0.0000881348878845199	0.399195860561642	1	0.832	1	7	LRP4
FAM213A2	0.0000906238132313843	1.23550304858372	0.325	0.12	1	7	FAM213A
DOK53	0.0000929300429791109	0.686704611296291	0.425	0.176	1	7	DOK5
MYH14	0.0000999102508833117	0.896052929864525	0.325	0.113	1	7	MYH14
NMD32	0.000103380538843438	1.26916440511108	0.4	0.188	1	7	NMD3
SUCLG2-AS1	0.000107945431566778	0.995745584846906	0.3	0.099	1	7	SUCLG2-AS1
ARNT23	0.00011123597660884	0.840301873305626	0.575	0.306	1	7	ARNT2
MACROD27	0.000113622189766349	0.46840041633879	0.95	0.6	1	7	MACROD2
CCDC1482	0.000115286410012028	1.09005098969761	0.325	0.12	1	7	CCDC148
ACSL3	0.000123917133633157	0.749008903676304	0.55	0.276	1	7	ACSL3
ZHX25	0.000124772306829073	0.666277546142082	0.575	0.278	1	7	ZHX2
ATN11	0.00013027083726401	1.23183949084614	0.35	0.14	1	7	ATN1
ITGAV1	0.000131262382977031	0.751209059433319	0.475	0.208	1	7	ITGAV
HMCN22	0.000132496757796027	1.12303179745244	0.3	0.108	1	7	HMCN2
GADD45G1	0.000133728409500363	1.07284409644662	0.275	0.091	1	7	GADD45G
ARHGAP422	0.00013482405042297	1.00319755440293	0.3	0.103	1	7	ARHGAP42
RP11-580I16.2	0.000135684497772164	0.896285129183972	0.35	0.136	1	7	RP11-580I16.2
NT5C2	0.000136829572040184	0.8126541406326	0.625	0.36	1	7	NT5C2
RP1-34H18.16	0.000143977247393207	1.05196793199108	0.475	0.245	1	7	RP1-34H18.1
TKT	0.000144746893120022	1.26009378032372	0.3	0.106	1	7	TKT
EEF2K1	0.000145650178407161	1.53495573044138	0.35	0.15	1	7	EEF2K
TUBB2A1	0.000149925671567277	1.15170201227949	0.35	0.142	1	7	TUBB2A
KNDC12	0.000152018747362563	1.37347349286382	0.275	0.097	1	7	KNDC1
ETV11	0.000153904326934641	0.383506174588451	0.35	0.125	1	7	ETV1
PALLD4	0.000156904046647353	0.800615320657631	0.475	0.23	1	7	PALLD
NDRG44	0.000161924679889207	1.13676249021812	0.425	0.208	1	7	NDRG4
MYO101	0.0001643375723	0.733492593173434	0.45	0.198	1	7	MYO10
FIGN3	0.000173375102514758	0.385584830222959	0.625	0.285	1	7	FIGN
PRICKLE26	0.000175640139671923	0.953968893419525	0.45	0.23	1	7	PRICKLE2
ZNF7181	0.000175971631112708	0.980741226149836	0.325	0.122	1	7	ZNF718
CRIM11	0.000178384285319683	1.23802406653899	0.35	0.15	1	7	CRIM1
CALN14	0.000186759958848518	0.631655726559331	0.7	0.395	1	7	CALN1
EPS155	0.000187046618668732	0.371638186042552	0.8	0.429	1	7	EPS15
ZFYVE211	0.000190173375242198	1.35698014645509	0.3	0.114	1	7	ZFYVE21
DCUN1D1	0.000191032495223846	0.671101125774798	0.475	0.222	1	7	DCUN1D1
RNF2131	0.000196933464382166	0.751976933919153	0.5	0.247	1	7	RNF213
BCKDHB2	0.000205951297968424	0.742948761661163	0.55	0.296	1	7	BCKDHB
TLE11	0.000216003760857428	1.09082658612182	0.35	0.145	1	7	TLE1
NR3C23	0.000217208320528062	0.650394075374279	0.575	0.295	1	7	NR3C2
BAALC2	0.000218718118939114	0.790561635585554	0.475	0.233	1	7	BAALC
CEP1122	0.000223149882937126	0.733611519269736	0.5	0.239	1	7	CEP112
POLI	0.000226245465545806	0.900444635371551	0.3	0.108	1	7	POLI
TTC284	0.000243680859752833	0.56930246751856	0.8	0.532	1	7	TTC28
PPARA	0.000255026395983519	1.0473799878743	0.3	0.108	1	7	PPARA
ZBTB207	0.000259439174745402	0.374263236073478	0.975	0.796	1	7	ZBTB20
PCYT1B	0.000260690752954521	0.789840435705704	0.275	0.091	1	7	PCYT1B
CECR22	0.000264398020166805	0.422330838201853	0.675	0.34	1	7	CECR2
DAPK14	0.000277352769386111	0.573627841295883	0.575	0.296	1	7	DAPK1
RP11-197K3.11	0.000277617764199314	0.76579103625224	0.375	0.139	1	7	RP11-197K3.1
ATP2C11	0.000282077173005122	0.707048584365213	0.65	0.386	1	7	ATP2C1
CLEC16A1	0.000294562217715847	0.791442416500867	0.55	0.312	1	7	CLEC16A
KCNIP12	0.000297016793176175	0.886163563111779	0.325	0.125	1	7	KCNIP1
REPS11	0.000299736033845617	0.851170831552015	0.55	0.326	1	7	REPS1
HSF1	0.000302142129341758	0.813640831275074	0.3	0.108	1	7	HSF1
RP11-712B9.2	0.000314081912399542	1.02810752634561	0.375	0.17	1	7	RP11-712B9.2
CNTNAP31	0.000325821849529743	0.943831278069674	0.375	0.167	1	7	CNTNAP3
BCAR3	0.000365528229465732	1.42466433752716	0.3	0.12	1	7	BCAR3
EGR11	0.000394624411180475	0.380885332503407	0.375	0.148	1	7	EGR1
BBS21	0.000395009883993699	0.601329696173957	0.55	0.289	1	7	BBS2
ALK3	0.000414234157435104	0.960479906877071	0.425	0.207	1	7	ALK
PELI22	0.000418494248245441	0.652336747143112	0.35	0.136	1	7	PELI2
NAV23	0.000420787343945686	0.389205142057864	0.8	0.523	1	7	NAV2
SMARCA23	0.000426276379007842	0.72772191187198	0.575	0.346	1	7	SMARCA2
EFNA56	0.000431523325955578	0.47625398523382	0.575	0.279	1	7	EFNA5
DOCK72	0.00044694471253919	0.687783501761517	0.55	0.301	1	7	DOCK7
FAM168A3	0.000450608394130407	0.565933427110926	0.7	0.427	1	7	FAM168A
CNTNAP3B3	0.000456090678823763	1.44254775434451	0.325	0.14	1	7	CNTNAP3B
MFAP3L	0.000480903923823252	1.00271299503311	0.35	0.15	1	7	MFAP3L
AZIN11	0.000487862895582305	0.996384919184748	0.35	0.15	1	7	AZIN1
GALNT184	0.000514986563162375	0.993780111741629	0.4	0.187	1	7	GALNT18
AC012593.11	0.000552273795945629	0.378927096959643	0.45	0.184	1	7	AC012593.1
MTMR3	0.00055646831414449	0.78085833517467	0.5	0.284	1	7	MTMR3
ZNF680	0.000557187527536635	1.01931407734143	0.325	0.136	1	7	ZNF680
TSC22D43	0.000574376981136087	0.603108254391159	0.6	0.313	1	7	TSC22D4
RP11-553L6.52	0.000583125840799266	0.520816471049094	0.425	0.171	1	7	RP11-553L6.5
PDE4DIP5	0.000586483250481522	0.422586171860692	0.875	0.528	1	7	PDE4DIP
TSPAN72	0.000587547477324799	1.15301756335338	0.325	0.137	1	7	TSPAN7
ID24	0.000594158026337536	1.02343074030146	0.425	0.215	1	7	ID2
WWTR12	0.000621795338964823	0.652140660507379	0.35	0.142	1	7	WWTR1
PMP22	0.000636905303722197	0.44917511863622	0.425	0.176	1	7	PMP22
SMAD11	0.000640996219215678	1.12135423366698	0.35	0.159	1	7	SMAD1
NR1D22	0.000657289663966277	0.828405941069798	0.35	0.151	1	7	NR1D2
JAM22	0.000661246108950754	0.735670549960127	0.275	0.097	1	7	JAM2
TMEM94	0.000697030501376168	0.932504725260401	0.275	0.103	1	7	TMEM94
WIPF24	0.000707292645713186	0.993547098082989	0.45	0.25	1	7	WIPF2
CAMTA13	0.000734111769174909	0.486899159515596	0.825	0.535	1	7	CAMTA1
KIAA19582	0.000737816472954336	0.399896898450672	0.65	0.353	1	7	KIAA1958
RUFY3	0.000803345161321602	0.397702742524347	0.8	0.498	1	7	RUFY3
MEGF101	0.000829823216048003	0.505154617888441	0.45	0.196	1	7	MEGF10
SEPT114	0.000904331686051836	0.792750514749015	0.525	0.304	1	7	SEPT11
GPT2	0.000954419796406216	1.11149517807721	0.3	0.123	1	7	GPT2
PITPNM24	0.00096346900159572	0.925723678810891	0.4	0.202	1	7	PITPNM2
CAT	0.000966699444957237	0.886328463155743	0.275	0.102	1	7	CAT
DPF34	0.00101152404638311	0.277173196924031	0.525	0.248	1	7	DPF3
DMGDH1	0.00106685285662536	1.09968157130522	0.3	0.131	1	7	DMGDH
MRPS5	0.00108285027251436	0.666374854068623	0.425	0.205	1	7	MRPS5
SRI1	0.00112712377410948	0.860459726503179	0.325	0.14	1	7	SRI
EPB41L51	0.00113851376240625	0.78354242905642	0.425	0.221	1	7	EPB41L5
RBMS2	0.00115855469078395	0.924691177838121	0.3	0.123	1	7	RBMS2
CDH111	0.00117006866938482	0.564781476230615	0.4	0.188	1	7	CDH11
RNF125	0.00117791773894798	0.991777698000317	0.275	0.106	1	7	RNF125
STK17A2	0.00124346551467198	1.24703105414204	0.275	0.108	1	7	STK17A
ARRB12	0.00135831599730718	0.839927305332667	0.325	0.144	1	7	ARRB1
RP11-472M19.2	0.00138873023483268	1.12042712720113	0.3	0.134	1	7	RP11-472M19.2
DUSP11	0.00141448177589882	0.661931841623872	0.3	0.12	1	7	DUSP1
PHACTR34	0.00144072139558372	0.350666194305596	0.65	0.373	1	7	PHACTR3
PPP6R2	0.00146898512353642	0.589090343276541	0.675	0.443	1	7	PPP6R2
SREBF1	0.00150669425760777	0.764663162320272	0.3	0.119	1	7	SREBF1
ELP4	0.00152350223148746	0.549529948583989	0.5	0.273	1	7	ELP4
PTAR1	0.00156124977422424	0.619347912286049	0.35	0.153	1	7	PTAR1
MAGI34	0.00157229700510854	0.637717708217036	0.55	0.309	1	7	MAGI3
MYO65	0.00158817733701511	0.488074859695469	0.7	0.46	1	7	MYO6
GCDH	0.00166933440223677	0.881615560794143	0.3	0.127	1	7	GCDH
PLEKHH21	0.0016846314021732	0.808909087864334	0.275	0.108	1	7	PLEKHH2
LINC-PINT	0.00169387368938776	0.382062589305342	0.925	0.659	1	7	LINC-PINT
ATL21	0.00170314034729149	1.17887261476854	0.325	0.154	1	7	ATL2
NRG23	0.00183628436870428	0.96389701708703	0.375	0.196	1	7	NRG2
PIP5K1B3	0.00188967826784934	0.95299117484214	0.375	0.182	1	7	PIP5K1B
CDH25	0.00191939329338677	0.406374035763746	0.625	0.386	1	7	CDH2
MRPL20	0.00193274111910993	0.987525896525244	0.275	0.116	1	7	MRPL20
ATP5G3	0.00194061709927657	0.961402542839844	0.275	0.113	1	7	ATP5G3
RHEB1	0.0019759092688455	0.714727316474755	0.425	0.224	1	7	RHEB
FHIT5	0.00198930506709576	0.410569395450023	0.825	0.701	1	7	FHIT
MID11	0.0020370276453357	0.714595763870021	0.4	0.204	1	7	MID1
MXI12	0.00204848550086209	0.290170351171012	0.7	0.403	1	7	MXI1
ZFAND63	0.0021079054674641	0.545929591483773	0.425	0.205	1	7	ZFAND6
RASSF81	0.00210969535939909	0.544167987832381	0.35	0.154	1	7	RASSF8
NUMB1	0.00216847895611077	0.748109598621255	0.6	0.415	1	7	NUMB
ATP10D2	0.0021821083396696	0.976362249893128	0.275	0.117	1	7	ATP10D
GPR173	0.00220141561563665	0.868915548201337	0.425	0.227	1	7	GPR173
SPSB3	0.00220265778063328	0.70257195736574	0.4	0.201	1	7	SPSB3
FAM19A13	0.00231357618554546	0.442056448193701	0.4	0.185	1	7	FAM19A1
MTMR14	0.00234740303651417	0.855237379369936	0.325	0.154	1	7	MTMR1
HK14	0.00238162344370252	0.853031683230248	0.375	0.201	1	7	HK1
BRINP24	0.00240081114327954	0.716242504816568	0.375	0.184	1	7	BRINP2
RP11-144F15.12	0.0024902695435566	0.867251527973464	0.35	0.176	1	7	RP11-144F15.1
PALM4	0.00254588736642144	0.935056539029949	0.325	0.159	1	7	PALM
ASTN15	0.0025505392098465	0.853570361193484	0.45	0.256	1	7	ASTN1
POT1-AS11	0.00261537288955367	0.581082514680677	0.35	0.157	1	7	POT1-AS1
SYT9	0.00268011022645964	0.611492101158112	0.3	0.123	1	7	SYT9
BTAF12	0.00284994874251418	0.567249194458292	0.45	0.236	1	7	BTAF1
LDHB2	0.00285709496022808	0.527959732098298	0.35	0.168	1	7	LDHB
PKN11	0.00291805468054297	0.793585234734476	0.275	0.117	1	7	PKN1
SYNE14	0.00302043178462435	0.495708612902243	0.725	0.491	1	7	SYNE1
HACD32	0.00303197343175051	0.593777794254765	0.45	0.245	1	7	HACD3
SRP9	0.00304072251404009	0.881311446677322	0.3	0.137	1	7	SRP9
CHL15	0.00309813838288954	0.933155357169857	0.425	0.258	1	7	CHL1
NME91	0.00309857203758201	0.678648272983796	0.275	0.117	1	7	NME9
PACS14	0.00317897920133176	0.70636087158716	0.525	0.332	1	7	PACS1
MARCH6	0.00318210392558912	0.573316504373511	0.575	0.386	1	7	MARCH6
HSDL21	0.00329634254713559	0.716764742239659	0.3	0.136	1	7	HSDL2
QTRT11	0.00335449986357475	0.566910552410965	0.625	0.395	1	7	QTRT1
AC013461.11	0.00344584026563741	0.620974256095398	0.275	0.116	1	7	AC013461.1
ARHGEF92	0.00350412199215338	0.810943964981867	0.4	0.221	1	7	ARHGEF9
GGPS11	0.00351204008066165	0.909651223572215	0.275	0.12	1	7	GGPS1
CRY21	0.00360990165475712	1.04533014907668	0.275	0.127	1	7	CRY2
RAB312	0.00366467725729435	0.573064421250806	0.35	0.17	1	7	RAB31
RP11-679C8.21	0.00373517416163598	0.832049563319618	0.35	0.181	1	7	RP11-679C8.2
EFR3B1	0.00375005774514525	0.64209305755108	0.45	0.252	1	7	EFR3B
CC2D2A1	0.00388427277068484	0.841055196293519	0.275	0.122	1	7	CC2D2A
RP11-692D12.12	0.00394892984356394	0.412038827245993	0.45	0.231	1	7	RP11-692D12.1
